title,slug,category,categorySlug,price,tag,inventory,status,image,video,gallery,variants,hues,description,seoTitle,seoDescription,seoKeywords,canonicalUrl,imageAlt,brand,sku,reviewRating,reviewCount,seoFocusKeyphrase,sortOrder,sourceProductId,sourceHandle,sourcePublishedAt
"#CX4 Cherry Cartel (Indoor)","cx4-cherry-cartel-indoor","Indoor","indoor","305","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2389.jpg?v=1786514193","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/d8822664a7cd43b6924781c43dceb199/d8822664a7cd43b6924781c43dceb199.HD-1080p-4.8Mbps-91384253.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2389.jpg?v=1786514193""]","[{""name"":""QP"",""price"":305,""inventory"":999},{""name"":""HP"",""price"":560,""inventory"":999},{""name"":""P"",""price"":1025,""inventory"":999}]","[""hsl(43, 30%, 18%)"",""hsl(43, 40%, 35%)"",""hsl(43, 50%, 60%)""]","9.5/10👃 Licensed Indoors Pungent Cherry Candy Nose Soft Squishy Texture #CX4 Cherry Cartel (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $305.00, HP at $560.00, P at $1025.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#CX4 Cherry Cartel (Indoor) | FUELPACKS Indoor","#CX4 Cherry Cartel (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #CX4 Cherry Cartel (Indoor); FUELPACKS; Telegram ordering","/products/cx4-cherry-cartel-indoor","#CX4 Cherry Cartel (Indoor) product image from FUELPACKS","FUELPACKS","cx4-cherry-cartel-indoor","","","#CX4 Cherry Cartel (Indoor)","111","gid://shopify/Product/10391995416872","cx4-cherry-cartel-indoor","2026-08-12T05:56:50Z"
"#CU2 Lemon Zooties (Indoor)","cu2-lemon-zooties-indoor","Indoor","indoor","310","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2391.jpg?v=1786514289","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/ee2b277d08d2436ea1792304a3fd25b0/ee2b277d08d2436ea1792304a3fd25b0.HD-1080p-4.8Mbps-91384395.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2391.jpg?v=1786514289""]","[{""name"":""QP"",""price"":310,""inventory"":999},{""name"":""HP"",""price"":575,""inventory"":999},{""name"":""P"",""price"":1050,""inventory"":999}]","[""hsl(90, 30%, 18%)"",""hsl(90, 40%, 35%)"",""hsl(90, 50%, 60%)""]","9.5/10👃 Licensed Indoors Pungent Lemon Candy Nose Soft Squishy Texture #CU2 Lemon Zooties (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $310.00, HP at $575.00, P at $1050.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#CU2 Lemon Zooties (Indoor) | FUELPACKS Indoor","#CU2 Lemon Zooties (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #CU2 Lemon Zooties (Indoor); FUELPACKS; Telegram ordering","/products/cu2-lemon-zooties-indoor","#CU2 Lemon Zooties (Indoor) product image from FUELPACKS","FUELPACKS","cu2-lemon-zooties-indoor","","","#CU2 Lemon Zooties (Indoor)","112","gid://shopify/Product/10392000004392","cu2-lemon-zooties-indoor","2026-08-12T05:58:38Z"
"#BX3 Galactic Nerdz (Indoor) (Zaza)","bx3-galactic-nerdz-indoor-zaza","Exotic","exotic","350","Exotic","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2393.jpg?v=1786514406","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/7fe60a9f84784e03ba89f3ae7d9e1723/7fe60a9f84784e03ba89f3ae7d9e1723.HD-1080p-4.8Mbps-91384501.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2393.jpg?v=1786514406""]","[{""name"":""QP"",""price"":350,""inventory"":999},{""name"":""HP"",""price"":650,""inventory"":999},{""name"":""P"",""price"":1200,""inventory"":999}]","[""hsl(153, 30%, 18%)"",""hsl(153, 40%, 35%)"",""hsl(153, 50%, 60%)""]","10/10👃 Licensed Indoors Pungent Bubblegum Candy Nose Dense Squishy Texture #BX3 Galactic Nerdz (Indoor) (Zaza) is available in the Exotic catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $350.00, HP at $650.00, P at $1200.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#BX3 Galactic Nerdz (Indoor) (Zaza) | FUELPACKS Exotic","#BX3 Galactic Nerdz (Indoor) (Zaza) from FUELPACKS Exotic. View images, video, variants, price, availability, and send your prepared order through...","Exotic; #BX3 Galactic Nerdz (Indoor) (Zaza); FUELPACKS; Telegram ordering","/products/bx3-galactic-nerdz-indoor-zaza","#BX3 Galactic Nerdz (Indoor) (Zaza) product image from FUELPACKS","FUELPACKS","bx3-galactic-nerdz-indoor-zaza","","","#BX3 Galactic Nerdz (Indoor) (Zaza)","113","gid://shopify/Product/10392005181736","bx3-galactic-nerdz-indoor-zaza","2026-08-12T06:00:37Z"
"#CK4 Pi Chew (Indoor) (Zaza)","ck4-pi-chew-indoor-zaza","Exotic","exotic","400","Exotic","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2395.jpg?v=1786514492","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/f73277b51e944cd8a32c0551ad9dae10/f73277b51e944cd8a32c0551ad9dae10.HD-1080p-4.8Mbps-91384577.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2395.jpg?v=1786514492""]","[{""name"":""QP"",""price"":400,""inventory"":999},{""name"":""HP"",""price"":750,""inventory"":999},{""name"":""P"",""price"":1400,""inventory"":999}]","[""hsl(61, 30%, 18%)"",""hsl(61, 40%, 35%)"",""hsl(61, 50%, 60%)""]","10/10👃 Licensed Indoors BRED BY RONIN SEEDS🧬 Pungent Lemon Candy Nose Soft Squishy Texture #CK4 Pi Chew (Indoor) (Zaza) is available in the Exotic catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $400.00, HP at $750.00, P at $1400.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#CK4 Pi Chew (Indoor) (Zaza) | FUELPACKS Exotic","#CK4 Pi Chew (Indoor) (Zaza) from FUELPACKS Exotic. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Exotic; #CK4 Pi Chew (Indoor) (Zaza); FUELPACKS; Telegram ordering","/products/ck4-pi-chew-indoor-zaza","#CK4 Pi Chew (Indoor) (Zaza) product image from FUELPACKS","FUELPACKS","ck4-pi-chew-indoor-zaza","","","#CK4 Pi Chew (Indoor) (Zaza)","114","gid://shopify/Product/10392008327464","ck4-pi-chew-indoor-zaza","2026-08-12T06:01:54Z"
"#CP3 Zookielato (AAA)","cp3-zookielato-aaa","AAA","aaa","215","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2409.jpg?v=1786613375","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/7f89071f9fdb4fdcb02d65d54a65699e/7f89071f9fdb4fdcb02d65d54a65699e.HD-1080p-4.8Mbps-91496685.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2409.jpg?v=1786613375""]","[{""name"":""QP"",""price"":215,""inventory"":999},{""name"":""HP"",""price"":375,""inventory"":999},{""name"":""P"",""price"":650,""inventory"":999}]","[""hsl(280, 30%, 18%)"",""hsl(280, 40%, 35%)"",""hsl(280, 50%, 60%)""]","8/10👃 Creamy Gassy Gelato Nose Dense Texture Fakers That Pass As Indoors #CP3 Zookielato (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $215.00, HP at $375.00, P at $650.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#CP3 Zookielato (AAA) | FUELPACKS AAA","#CP3 Zookielato (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #CP3 Zookielato (AAA); FUELPACKS; Telegram ordering","/products/cp3-zookielato-aaa","#CP3 Zookielato (AAA) product image from FUELPACKS","FUELPACKS","cp3-zookielato-aaa","","","#CP3 Zookielato (AAA)","115","gid://shopify/Product/10394973208872","cp3-zookielato-aaa","2026-08-13T09:30:03Z"
"#EA2 Meduza x Verzace (Indoor) (Zaza)","ea2-meduza-x-verzace-indoor-zaza","Exotic","exotic","375","Exotic","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2411.jpg?v=1786613447","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/8907ae09fbe34dff8fd36ff8f805dfb6/8907ae09fbe34dff8fd36ff8f805dfb6.HD-1080p-4.8Mbps-91496773.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2411.jpg?v=1786613447""]","[{""name"":""QP"",""price"":375,""inventory"":999},{""name"":""HP"",""price"":700,""inventory"":999},{""name"":""P"",""price"":1300,""inventory"":999}]","[""hsl(108, 30%, 18%)"",""hsl(108, 40%, 35%)"",""hsl(108, 50%, 60%)""]","10/10👃 Licensed Indoors BRED BY HALL OF FLAME🔥 Lemon Cherry Candy Nose Dense Squishy Texture #EA2 Meduza x Verzace (Indoor) (Zaza) is available in the Exotic catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $375.00, HP at $700.00, P at $1300.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#EA2 Meduza x Verzace (Indoor) (Zaza) | FUELPACKS Exotic","#EA2 Meduza x Verzace (Indoor) (Zaza) from FUELPACKS Exotic. View images, video, variants, price, availability, and send your prepared order through...","Exotic; #EA2 Meduza x Verzace (Indoor) (Zaza); FUELPACKS; Telegram ordering","/products/ea2-meduza-x-verzace-indoor-zaza","#EA2 Meduza x Verzace (Indoor) (Zaza) product image from FUELPACKS","FUELPACKS","ea2-meduza-x-verzace-indoor-zaza","","","#EA2 Meduza x Verzace (Indoor) (Zaza)","116","gid://shopify/Product/10394977009960","ea2-meduza-x-verzace-indoor-zaza","2026-08-13T09:31:01Z"
"#DO3 Verzace Shmediums (Indoor) (Mediums)","do3-verzace-shmediums-indoor-mediums","Indoor","indoor","275","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2413.jpg?v=1786613516","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/264a1c49d470464e87c978d0dab76eed/264a1c49d470464e87c978d0dab76eed.HD-1080p-4.8Mbps-91496873.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2413.jpg?v=1786613516""]","[{""name"":""QP"",""price"":275,""inventory"":999},{""name"":""HP"",""price"":500,""inventory"":999},{""name"":""P"",""price"":900,""inventory"":999}]","[""hsl(142, 30%, 18%)"",""hsl(142, 40%, 35%)"",""hsl(142, 50%, 60%)""]","10/10👃 Licensed Shmediums Lemon Cherry Candy Nose Soft Squishy Texture #DO3 Verzace Shmediums (Indoor) (Mediums) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $275.00, HP at $500.00, P at $900.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#DO3 Verzace Shmediums (Indoor) (Mediums) | FUELPACKS Indoor","#DO3 Verzace Shmediums (Indoor) (Mediums) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through...","Indoor; #DO3 Verzace Shmediums (Indoor) (Mediums); FUELPACKS; Telegram ordering","/products/do3-verzace-shmediums-indoor-mediums","#DO3 Verzace Shmediums (Indoor) (Mediums) product image from FUELPACKS","FUELPACKS","do3-verzace-shmediums-indoor-mediums","","","#DO3 Verzace Shmediums (Indoor) (Mediums)","117","gid://shopify/Product/10394981761320","do3-verzace-shmediums-indoor-mediums","2026-08-13T09:32:18Z"
"#CW1 Blue Zlushie (Indoor)","cw1-blue-zlushie-indoor","Indoor","indoor","305","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2415.jpg?v=1786613626","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/8a5995b6dc9340d3b6e9a4ec5f30781a/8a5995b6dc9340d3b6e9a4ec5f30781a.HD-1080p-4.8Mbps-91497017.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2415.jpg?v=1786613626""]","[{""name"":""QP"",""price"":305,""inventory"":999},{""name"":""HP"",""price"":560,""inventory"":999},{""name"":""P"",""price"":1025,""inventory"":999}]","[""hsl(191, 30%, 18%)"",""hsl(191, 40%, 35%)"",""hsl(191, 50%, 60%)""]","9/10👃 Licensed Indoors Lemon Cherry Candy Nose Soft Squishy Texture #CW1 Blue Zlushie (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $305.00, HP at $560.00, P at $1025.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#CW1 Blue Zlushie (Indoor) | FUELPACKS Indoor","#CW1 Blue Zlushie (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #CW1 Blue Zlushie (Indoor); FUELPACKS; Telegram ordering","/products/cw1-blue-zlushie-indoor","#CW1 Blue Zlushie (Indoor) product image from FUELPACKS","FUELPACKS","cw1-blue-zlushie-indoor","","","#CW1 Blue Zlushie (Indoor)","118","gid://shopify/Product/10394991001896","cw1-blue-zlushie-indoor","2026-08-13T09:34:41Z"
"#DR1 Street Candy Shmediums (Indoor) (Mediums)","dr1-street-candy-shmediums-indoor","SMALLS/MEDIUMS","smalls-mediums","275","SMALLS/MEDIUMS","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2417.jpg?v=1786613752","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/e3514459dcd048e688a58e92f4d0fb8a/e3514459dcd048e688a58e92f4d0fb8a.HD-1080p-4.8Mbps-91497162.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2417.jpg?v=1786613752""]","[{""name"":""QP"",""price"":275,""inventory"":999},{""name"":""HP"",""price"":500,""inventory"":999},{""name"":""P"",""price"":900,""inventory"":999}]","[""hsl(167, 30%, 18%)"",""hsl(167, 40%, 35%)"",""hsl(167, 50%, 60%)""]","10/10👃 Licensed Shmediums Lemon Cherry Candy Nose Soft Squishy Texture #DR1 Street Candy Shmediums (Indoor) (Mediums) is available in the SMALLS/MEDIUMS catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $275.00, HP at $500.00, P at $900.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#DR1 Street Candy Shmediums (Indoor) (Mediums) | FUELPACKS","#DR1 Street Candy Shmediums (Indoor) (Mediums) from FUELPACKS SMALLS/MEDIUMS. View images, video, variants, price, availability, and send your prepared...","SMALLS/MEDIUMS; #DR1 Street Candy Shmediums (Indoor) (Mediums); FUELPACKS; Telegram ordering","/products/dr1-street-candy-shmediums-indoor","#DR1 Street Candy Shmediums (Indoor) (Mediums) product image from FUELPACKS","FUELPACKS","dr1-street-candy-shmediums-indoor","","","#DR1 Street Candy Shmediums (Indoor) (Mediums)","119","gid://shopify/Product/10394998636840","dr1-street-candy-shmediums-indoor","2026-08-13T09:36:25Z"
"#DN4 Privileged Pop Shmediums (Indoor) (Mediums)","dn4-privileged-pop-shmediums-indoor","SMALLS/MEDIUMS","smalls-mediums","275","SMALLS/MEDIUMS","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2419.jpg?v=1786613868","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/0acad6ac387549c084d8b2575e529ac7/0acad6ac387549c084d8b2575e529ac7.HD-1080p-4.8Mbps-91497346.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2419.jpg?v=1786613868""]","[{""name"":""QP"",""price"":275,""inventory"":999},{""name"":""HP"",""price"":500,""inventory"":999},{""name"":""P"",""price"":900,""inventory"":999}]","[""hsl(90, 30%, 18%)"",""hsl(90, 40%, 35%)"",""hsl(90, 50%, 60%)""]","10/10👃 Licensed Shmediums Lemon Cherry Candy Nose Soft Squishy Texture #DN4 Privileged Pop Shmediums (Indoor) (Mediums) is available in the SMALLS/MEDIUMS catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $275.00, HP at $500.00, P at $900.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#DN4 Privileged Pop Shmediums (Indoor) (Mediums) | FUELPACKS","#DN4 Privileged Pop Shmediums (Indoor) (Mediums) from FUELPACKS SMALLS/MEDIUMS. View images, video, variants, price, availability, and send your prepared...","SMALLS/MEDIUMS; #DN4 Privileged Pop Shmediums (Indoor) (Mediums); FUELPACKS; Telegram ordering","/products/dn4-privileged-pop-shmediums-indoor","#DN4 Privileged Pop Shmediums (Indoor) (Mediums) product image from FUELPACKS","FUELPACKS","dn4-privileged-pop-shmediums-indoor","","","#DN4 Privileged Pop Shmediums (Indoor) (Mediums)","120","gid://shopify/Product/10395005026600","dn4-privileged-pop-shmediums-indoor","2026-08-13T09:38:18Z"
